title,artist,weeks_in_top_40
Am I Dreaming,Ol Skool [Featuring Keith Sweat & Xscape],3
Am I Losing You,Jim Reeves,4
Am I That Easy To Forget,Debbie Reynolds,8
Am I That Easy To Forget,Engelbert Humperdinck,7
Am I The Man,Jackie Wilson,2
Am I The Only One,Aaron Lewis,1
Am I The Only One,Dierks Bentley,1
Am I Wrong,Nico & Vinz,29
Amanda,Boston,12
Amazed,Lonestar,43
Amazing,Aerosmith,16
Amazing Grace,Judy Collins,11
Amazing Grace,The Pipes And Drums And The Military Band Of The Royal Scots Dragoon Guards,8
Ame Caline (Soul Coaxing),Raymond Lefevre and His Orchestra,5
Amen,Drake Featuring Teezo Touchdown,1
Amen,Otis Redding,1
Amen,The Impressions,7
America,Neil Diamond,13
America Has A Problem,Beyonce Featuring Kendrick Lamar,1
American Baby,Dave Matthews Band,3
American Boy,Estelle Featuring Kanye West,18
American City Suite,Cashman & West,7
American Heartbeat,Survivor,7
American Honey,Lady Antebellum,9
American Kids,Kenny Chesney,13
American Life,Madonna,1
American Music,The Pointer Sisters,8
American Nights,Zach Bryan,1
American Pie,Madonna,6
American Pie (Parts I & II),Don McLean,17
American Ride,Toby Keith,6
American Soldier,Toby Keith,9
American Storm,Bob Seger,9
American Tune,Paul Simon,3
American Woman/No Sugar Tonight,The Guess Who,14
Americans,Byron MacGregor,9
Ameriican Requiem,Beyonce,1
Amie,Pure Prairie League,3
Amnesia,5 Seconds Of Summer,8
Among My Souvenirs,Connie Francis,11
Amor,Ben E. King,5
Amos Moses,Jerry Reed,14
An American Dream,The Dirt Band,11
An American Trilogy,Mickey Newbury,7
An Everlasting Love,Andy Gibb,13
An Innocent Man,Billy Joel,11
An Old Fashioned Love Song,Three Dog Night,10
An Open Letter To My Teenage Son,Victor Lundberg,4
Anaconda,Nicki Minaj,15
And Get Away,The Esquires,5
And I Am Telling You I'm Not Going,Jennifer Holliday,7
And I Love Her,The Beatles,7
And I Love You So,Perry Como,8
And Our Feelings,Babyface,10
And So It Goes,Billy Joel,3
And The Beat Goes On,The Whispers,8
And We Danced,Hooters,8
And When I Die,"Blood, Sweat & Tears",12
Angel,Aerosmith,15
Angel,Amanda Perez,15
Angel,Aretha Franklin,10
Angel,Jon Secada,17
Angel,Madonna,12
Angel,Rod Stewart,1
Angel,Sarah McLachlan,24
Angel,Shaggy Featuring Rayvon,23
Angel Baby,Angelica,7
Angel Baby,Dean Martin,3
Angel Baby,Rosie And The Originals,12
Angel Eyes,Love And Theft,5
Angel Eyes,The Jeff Healey Band,13
Angel In Blue,The J. Geils Band,2
Angel In Your Arms,Hot,19
Angel Of Harlem,U2,8
Angel Of Mine,Monica,26
Angel Of The Morning,Juice Newton,16
Angel Of The Morning,Merrilee Rush & The Turnabouts,12
Angel On My Shoulder,Shelby Flint,5
Angel Say No,Tommy Tutone,2
Angela Jones,Johnny Ferguson,3
Angelia,Richard Marx,11
Angie,The Rolling Stones,13
Angie Baby,Helen Reddy,13
Angry All The Time,Tim McGraw,3
Animal,Def Leppard,9
Animal,Neon Trees,22
Animals,Maroon 5,26
Animals,Martin Garrix,12
Anniversary,Tony Toni Tone,14
Another Brick In The Wall (Part II),Pink Floyd,19
Another Day In Paradise,Phil Collins,14
Another Day/Oh Woman Oh Why,Paul McCartney,11
Another Dumb Blonde,Hoku,6
Another Late Night,Drake Featuring Lil Yachty,1
Another Lover,Giant Steps,10
Another Night,Aretha Franklin,7
Another Night,Real McCoy,40
Another One Bites The Dust,Queen,21
"Another Park, Another Sunday",The Doobie Brothers,2
Another Part Of Me,Michael Jackson,8
Another Rainy Day In New York City,Chicago,4
Another Sad Love Song,Toni Braxton,18
Another Saturday Night,Cat Stevens,9
Another Saturday Night,Sam Cooke,9
Another Sleepless Night,Jimmy Clanton,6
Another Star,Stevie Wonder,4
Answering Machine,Rupert Holmes,3
Anti-Hero,Taylor Swift,52
Antichrist,Eminem,1
Anticipation,Carly Simon,10
Antidote,Travis Scott,19
Antisocial,Ed Sheeran & Travis Scott,1
Anxiety,Doechii,2
Any Day Now,Ronnie Milsap,9
Any Day Now (My Wild Beautiful Bird),Chuck Jackson,6
Any Man Of Mine/Whose Bed Have Your Boots Been Under?,Shania Twain,7
"Any Time, Any Place/And On And On",Janet Jackson,19
Any Way You Want It,Journey,6
Any Way You Want It,The Dave Clark Five,9
Anybody But Me,Brenda Lee,3
Anymore,Teresa Brewer,6
Anyone,Demi Lovato,1
Anyone,Justin Bieber,13
Anyone Else,Collin Raye,4
Anyone Who Had A Heart,Dionne Warwick,9
Anything,3T,29
Anything,Jaheim Featuring Next,9
"Anything (From ""Above The Rim"")",SWV,15
Anything For You,Gloria Estefan & Miami Sound Machine,14
Anything I Want,Kevin Paige,5
Anything Is Possible,Debbie Gibson,6
Anything That's Part Of You,Elvis Presley With The Jordanaires,5
Anything You Want,John Valenti,2
Anytime (i'll Be There),Paul Anka,3
Anytime You Need A Friend,Mariah Carey,18
Anyway,Martina McBride,1
Anywhere,112 Featuring Lil'z,18
Apache,Jorgen Ingmann & His Guitar,13
Apes**t,The Carters,6
Apologize,Timbaland Featuring OneRepublic,40
Applause,Lady Gaga,22
Apple Green,June Valli,4
Apple Of My Eye,Roy Head And The Traits,2
"Apples, Peaches, Pumpkin Pie",Jay And The Techniques,11
Aquarius/Let The Sunshine In (The Flesh Failures),The 5th Dimension,16
Arcade,Duncan Laurence,2
Are We Ourselves?,The Fixx,8
Are You Gonna Be My Girl,Jet,6
Are You Gonna Kiss Me Or Not,Thompson Square,7
Are You Happy,Jerry Butler,2
Are You Happy Now?,Michelle Branch,16
Are You Jimmy Ray?,Jimmy Ray,10
Are You Lonely For Me,Freddy Scott,2
Are You Lonesome To-night?,Elvis Presley With The Jordanaires,14
Are You Man Enough,Four Tops,8
Are You Ready?,Pacific Gas And Electric,9
Are You Really Mine,Jimmie Rodgers,10
Are You That Somebody?,Aaliyah,5
Are You There (With Another Girl),Dionne Warwick,1
Area Codes,Kali,6
Area Codes,Ludacris Featuring Nate Dogg,6
Ariel,Dean Friedman,10
Arizona,Mark Lindsay,11
Armageddon It,Def Leppard,12
Armed And Extremely Dangerous,First Choice,5
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,1
Around The Way Girl,LL Cool J,15
Around The World (La La La La La),ATC,6
Arrow Through Me,Wings,4
Arthur's Theme (Best That You Can Do),Christopher Cross,17
Artificial Flowers,Bobby Darin,8
As,Stevie Wonder,5
As Good As I Once Was,Toby Keith,10
As I Lay Me Down,Sophie B. Hawkins,30
As If I Didn't Know,Adam Wade,7
As It Was,Harry Styles,61
As Long As You Love Me,Justin Bieber Featuring Big Sean,25
As She's Walking Away,Zac Brown Band Featuring Alan Jackson,6
As Tears Go By,Marianne Faithfull,6
As Tears Go By,The Rolling Stones,6
As The Years Go By,Mashmakhan,4
As Usual,Brenda Lee,8
As We Lay,Shirley Murdock,7
Ascension (Don't Ever Wonder),Maxwell,5
Ashes By Now,Rodney Crowell,2
Asia Minor,Kokomo,11
Ask Me,Elvis Presley With The Jordanaires,8
Ask Me No Questions,B.B. King,1
Ask Me What You Want,Millie Jackson,6
"Ask Of You (From ""Higher Learning"")",Raphael Saadiq,12
Ask The Lonely,Four Tops,6
Ass Back Home,Gym Class Heroes Featuring Neon Hitch,17
Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,8
Astronaut In The Ocean,Masked Wolf,25
At Midnight (My Love Will Lift You Up),Rufus Featuring Chaka Khan,6
At Seventeen,Janis Ian,14
At The Scene,The Dave Clark Five,5
At The Zoo,Simon & Garfunkel,7
At This Moment,Billy Vera & The Beaters,15
At Your Best (You Are Love),Aaliyah,14
Athena,The Who,6
Atlanta Lady (Something About Your Love),Marty Balin,5
Atlantis,Donovan,10
Atomic,Blondie,3
Attack,The Toys,6
Attention,Charlie Puth,31
Attention,Doja Cat,1
Attitude Dancing,Carly Simon,5
Aubrey,Bread,8
August,Taylor Swift,1
Auld Lang Syne,Kenny G,2
Austin,Blake Shelton,10
Austin,Dasha,27
Autobahn,Kraftwerk,5
Automatic,Miranda Lambert,2
Automatic,The Pointer Sisters,14
Automatic Man,Michael Sembello,2
Automatically Sunshine,The Supremes,3
Autumn Of My Life,Bobby Goldsboro,7
Avalanche,Migos,1
Avenues,Refugee Camp All Stars Featuring Pras (With Ky-mani),3
Away From Home,Drake,1
"Awful, Beautiful Life",Darryl Worley,2
Axel F,Harold Faltermeyer,12
Aye,Lil Uzi Vert Featuring Travis Scott,1
Ayo,Chris Brown & Tyga,15
Ayo Technology,50 Cent Featuring Justin Timberlake & Timbaland,17
B**** Better Have My Money,Rihanna,21
B-A-B-Y,Carla Thomas,10
B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,5
B.I.T.C.H.,Megan Thee Stallion,1
B.S.,Jhene Aiko Featuring H.E.R.,1
B.Y.O.B.,System Of A Down,2
BAD!,XXXTENTACION,3
BAND4BAND,Central Cee & Lil Baby,5
BBL Love Interlude,Drake,1
BEBE,6ix9ine Featuring Anuel AA,1
BMF,SZA,8
BOP,DaBaby,23
Babe,Styx,14
Baby,Ashanti,13
Baby,Brandy,18
Baby,Justin Bieber Featuring Ludacris,18
Baby,Lil Baby & DaBaby,16
Baby (You've Got What It Takes),Dinah Washington & Brook Benton,12
Baby Baby,Amy Grant,16
Baby Blue,Badfinger,7
Baby Blue,The Echoes,9
Baby Boy,Beyonce Featuring Sean Paul,26
Baby By Me,50 Cent Featuring Ne-Yo,8
Baby Come Back,Player,16
Baby Come Close,Smokey Robinson,6
Baby Don't Forget My Number,Milli Vanilli,14
Baby Don't Get Hooked On Me,Mac Davis,13
Baby Don't Go,Fabolous Featuring Jermaine Dupri,8
Baby Don't Go,Sonny & Cher,9
Baby Don't You Do It,Marvin Gaye,6
Baby Don't You Weep,Garnet Mimms & The Enchanters,4
Baby Face,The Wing And A Prayer Fife & Drum Corps.,12
Baby Girl,Sugarland,1
Baby Got Back,Sir Mix-A-Lot,24
Baby Hold On,Eddie Money,11
Baby Hold On,The Grass Roots,3
Baby Hold On To Me,Gerald Levert (Duet With Eddie Levert),1
Baby I,Ariana Grande,1
Baby I Lied,Deborah Allen,7
Baby I Love You,Aretha Franklin,8
"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,24
Baby I Need Your Lovin',Johnny Rivers,8
Baby I Need Your Loving,Four Tops,10
Baby I'm - A Want You,Bread,10
Baby I'm Back,Baby Bash Featuring Akon,13
Baby I'm Burnin',Dolly Parton,7
Baby I'm Yours,Shai,20
Baby It's Cold Outside,Dean Martin,1
Baby It's You,JoJo Featuring Bow Wow,7
Baby It's You,Smith,11
Baby It's You,The Shirelles,11
Baby Jane,Rod Stewart,9
Baby Let Me Kiss You,King Floyd,7
Baby Let Me Take You (In My Arms),Detroit Emeralds,7
Baby Let's Wait,The Royal Guardsmen,5
Baby Love,Regina,12
Baby Love,The Supremes,12
Baby Makes Her Blue Jeans Talk,Dr. Hook,6
Baby Nueva,Bad Bunny,1
Baby Oh Baby,The Shells,5
Baby Pluto,Lil Uzi Vert,2
Baby Scratch My Back,Slim Harpo,7
Baby Shark,Pinkfong,12
Baby Sittin' Boogie,Buzz Clifford,10
Baby Take Me In Your Arms,Jefferson,6
Baby Talk,Jan & Dean,9
Baby Talks Dirty,The Knack,2
Baby That's Backatcha,Smokey Robinson,6
Baby The Rain Must Fall,Glenn Yarbrough,9
Baby What You Want Me To Do,Jimmy Reed,2
Baby Workout,Jackie Wilson,9
Baby You Got It,Brenton Wood,3
Baby You're A Rich Man,The Beatles,2
Baby's First Christmas,Connie Francis,1
"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,11
"Baby, Come Back",The Equals,6
"Baby, Come To Me",Patti Austin A Duet With James Ingram,18
"Baby, Don't You Cry (The New Swingova Rhythm)",Ray Charles and his Orchestra,1
"Baby, I Love You",Andy Kim,12
"Baby, I Love You",The Ronettes,6
"Baby, I Love Your Way",Peter Frampton,11
"Baby, I Love Your Way/Freebird Medley",Will To Power,15
"Baby, I'm For Real",The Originals,13
"Baby, I'm Yours",Barbara Lewis,9
"Baby, It's Tonight",Jude Cole,10
"Baby, Now That I've Found You",The Foundations,10
"Baby, What A Big Surprise",Chicago,12
Baby-Baby-Baby,TLC,24
Back & Forth,Aaliyah,21
Back 2 Good,matchbox 20,19
Back At One,Brian McKnight,33
Back At One,Mark Wills,4
Back For Good,Take That,25
Back Here,BBMak,24
Back Home Again,John Denver,10
Back In Black,AC/DC,5
Back In Blood,Pooh Shiesty Featuring Lil Durk,19
Back In My Arms Again,The Supremes,10
Back In The Day,Ahmad,12
Back In The High Life Again,Steve Winwood,10
Back In The Saddle,Aerosmith,2
Back In The U.S.A.,Chuck Berry,1
Back In The U.s.a.,Linda Ronstadt,8
Back In Time,Pitbull,11
Back Off Boogaloo,Ringo Starr,7
Back On Holiday,Robbie Nevil,3
Back On My Feet Again,The Babys,3
Back On The Chain Gang,Pretenders,14
Back On The Street Again,The Sunshine Company,3
Back Stabbers,The O'Jays,12
Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,22
Back Then,Mike Jones,8
Back To Back,Drake,11
Back To December,Taylor Swift,16
Back To December (Taylor's Version),Taylor Swift,1
Back To Life,Soul II Soul,18
Back To Me,¥$: Kanye West & Ty Dolla $ign,1
Back To Sleep,Chris Brown,7
Back To The Hotel,N2Deep,22
Back To The Moon,Gunna,1
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,1
Back To You,Selena Gomez,22
Back Together Again,Daryl Hall John Oates,4
Back When,Tim McGraw,8
Back When My Hair Was Short,Gunhill Road,1
Back Where You Belong,Thirty Eight Special,8
BackOutsideBoyz,Drake,2
Backd00r,Playboi Carti Featuring Kendrick Lamar & Jhene Aiko,1
Backfield In Motion,Mel And Tim,11
Backin' It Up,Pardison Fontaine Featuring Cardi B,1
Backseat,New Boyz Featuring The Cataracs & Dev,11
Backstage,Gene Pitney,5
Backyard Boogie,Mack 10,6
Bad,Michael Jackson,11
Bad,Wale Featuring Tiara Thomas Or Rihanna,21
Bad And Boujee,Migos Featuring Lil Uzi Vert,31
Bad At Love,Halsey,24
Bad Bad Bad,Young Thug Featuring Lil Baby,1
Bad Blood,Neil Sedaka,12
Bad Blood,Taylor Swift Featuring Kendrick Lamar,19
Bad Blood (Taylor's Version),Taylor Swift,1
Bad Boy,Juice WRLD & Young Thug,1
Bad Boy,Miami Sound Machine,12
Bad Boy,Ray Parker Jr.,4
Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry",3
"Bad Boys (Theme From ""Cops"")",Inner Circle,12
"Bad Case Of Loving You (Doctor, Doctor)",Robert Palmer,10
Bad Day,Daniel Powter,27
Bad Decisions,"benny blanco, BTS & Snoop Dogg",1
Bad Energy,Juice WRLD,1
Bad Girl,Madonna,3
Bad Girl,Neil Sedaka,4
Bad Girls,Donna Summer,15
Bad Guy,Billie Eilish,47
Bad Habit,Steve Lacy,33
Bad Habits,Ed Sheeran,56
Bad Idea,Ariana Grande,1
Bad Idea Right?,Olivia Rodrigo,10
Bad Liar,Selena Gomez,7
Bad Luck (Part 1),Harold Melvin And The Blue Notes,10
Bad Man Blunder,The Kingston Trio,2
Bad Medicine,Bon Jovi,12
Bad Moon Rising,Creedence Clearwater Revival,12
Bad Morning,YoungBoy Never Broke Again,1
Bad Of The Heart,George LaMond,6
Bad Romance,Lady Gaga,32
Bad Things,Machine Gun Kelly x Camila Cabello,19
Bad Time,Grand Funk,12
Bad To Me,Billy J. Kramer With The Dakotas,8
"Bad, Bad Leroy Brown",Jim Croce,16
Badd,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,7
Bag Lady,Erykah Badu,12
Bahamas Promises,Drake,1
Bailamos,Enrique Iglesias,16
Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,21
Baile Inolvidable,Bad Bunny,7
Baker Street,Gerry Rafferty,15
Ball For Me,Post Malone Featuring Nicki Minaj,2
Ball If I Want To,DaBaby,1
Ball Of Confusion (That's What The World Is Today),The Temptations,13
Ball Of Fire,Tommy James And The Shondells,5
Balla Baby,Chingy,8
Ballad Of A Homeschooled Girl,Olivia Rodrigo,1
Ballad Of The Alamo,Marty Robbins,5
Ballerina Girl,Lionel Richie,10
Ballero,War,2
Ballin',Mustard & Roddy Ricch,30
Ballroom Blitz,Sweet,14
Bam Bam,Camila Cabello Featuring Ed Sheeran,16
Band Of Gold,Freda Payne,15
Band Of Gold,Mel Carter,2
Band On The Run,Paul McCartney And Wings,13
Bandit,Don Toliver,1
Bandit,Juice WRLD & YoungBoy Never Broke Again,15
Bandz A Make Her Dance,Juicy J Featuring Lil Wayne & 2 Chainz,8
Bang A Gong (Get It On),T. Rex,11
Bang And Blame,R.E.M.,7
Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",30
Bang Bang (My Baby Shot Me Down),Cher,9
Bang Your Head (Metal Health),Quiet Riot,4
Bang!,AJR,24
Bang-Shang-A-Lang,The Archies,8
Bangla-Desh/Deep Blue,George Harrison,5
Bank Account,21 Savage,27
Banned In The U.S.A.,Luke Featuring The 2 Live Crew,7
Barbara,The Temptations,3
Barbara Ann,The Beach Boys,9
Barbara-Ann,The Regents,7
Barbie Dreams,Nicki Minaj,2
Barbie Girl,Aqua,6
Barbie Tingz,Nicki Minaj,1
Barbie World,Nicki Minaj & Ice Spice With Aqua,18
Barefoot Blue Jean Night,Jake Owen,14
Barefootin',Robert Parker,9
Barely Breathing,Duncan Sheik,42
"Baretta's Theme (""Keep Your Eye On The Sparrow"")",Rhythm Heritage,8
Barracuda,Heart,12
Bartender,Lady Antebellum,9
Bartender,T-Pain Featuring Akon,20
Bartier Cardi,Cardi B Featuring 21 Savage,15
Basketball Jones Featuring Tyrone Shoelaces,Cheech & Chong,7
"Batdance (From ""Batman"")",Prince,11
Batman Theme,Neal Hefti,4
Batman Theme,The Marketts,5
Battle Hymn Of Lt. Calley,C Company Featuring Terry Nelson,3
Battle Hymn Of The Republic,Andy Williams with the St. Charles Borromeo Choir,4
Battle Hymn Of The Republic,The Mormon Tabernacle Choir,11
Battlefield,Jordin Sparks,17
Be,Neil Diamond,3
Be Alright,Dean Lewis,13
Be Anything (But Be Mine),Connie Francis,5
Be Careful,Cardi B,14
Be Careful Of Stones That You Throw,Dion,3
Be Good To Yourself,Journey,10
Be Happy,Mary J. Blige,8
Be Kind,Marshmello & Halsey,7
Be Like That,3 Doors Down,12
Be Like That,Kane Brown With Swae Lee & Khalid,17
Be Mine Tonight,Neil Diamond,4
Be My Baby,Andy Kim,8
Be My Baby,The Ronettes,10
Be My Guest,Fats Domino,10
Be My Lady,Jefferson Starship,6
Be My Lover,La Bouche,26
Be Near Me,ABC,11
Be On You,Flo Rida Featuring Ne-Yo,8
Be Still My Beating Heart,Sting,8
Be Thankful For What You Got,William DeVaughn,10
Be True To Your School,The Beach Boys,8
Be True To Yourself,Bobby Vee,2
Be With You,Enrique Iglesias,18
Be With You,The Bangles,5
Be Without You,Mary J. Blige,28
Be Yourself,Audioslave,2
Beach Baby,First Class,11
Beachin',Jake Owen,9
Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,1
Beans In My Ears,The Serendipity Singers,5
Beast Of Burden,The Rolling Stones,9
Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,14
Beat It,Fall Out Boy Featuring John Mayer,2
Beat It,Michael Jackson,18
Beat The Odds,Lil Tjay,1
Beat's So Lonely,Charlie Sexton,10
Beatnik Fly,Johnny And The Hurricanes,10
Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,17
Beautiful,Bazzi Featuring Camila Cabello,15
Beautiful,Christina Aguilera,24
Beautiful,DJ Khaled Featuring Future & SZA,1
Beautiful,Eminem,1
Beautiful,Snoop Dogg Featuring Pharrell & Uncle Charlie Wilson,17
Beautiful Crazy,Luke Combs,16
Beautiful Day,Lee DeWyze,1
Beautiful Day,U2,15
Beautiful Girls,Sean Kingston,18
Beautiful In My Eyes,Joshua Kadison,15
Beautiful Liar,Beyonce & Shakira,9
Beautiful Life,Ace Of Base,13
Beautiful Mess,Diamond Rio,9
Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,21
Beautiful People,Bobby Vee And The Strangers,2
Beautiful People,Ed Sheeran Featuring Khalid,23
Beautiful People,Kenny O'Dell,2
Beautiful Soul,Jesse McCartney,16
Beautiful Stranger,Madonna,9
Beautiful Sunday,Daniel Boone,11
Beautiful Things,Benson Boone,60
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,19
Beauty And The Beast,Celine Dion And Peabo Bryson,14
Beauty Is Only Skin Deep,The Temptations,9
Bebe Dame,Fuerza Regida X Grupo Frontera,6
Because,The Dave Clark Five,9
Because I Got High,Afroman,6
Because I Love You (The Postman Song),Stevie B,16
Because Of Love,Janet Jackson,16
Because Of You,98 Degrees,19
Because Of You,Kelly Clarkson,32
Because Of You,Ne-Yo,10
Because Of You,The Cover Girls,8
Because The Night,"10,000 Maniacs",24
Because The Night,Patti Smith Group,9
Because They're Young,Duane Eddy And The Rebels,12
"Because You Loved Me (From ""Up Close & Personal"")",Celine Dion,30
Bed,J. Holiday,17
Bed Chem,Sabrina Carpenter,24
Bed Of Roses,Bon Jovi,15
BedRock,Young Money Featuring Lloyd,23
Beds Are Burning,Midnight Oil,9
Beechwood 4-5789,The Marvelettes,7
Been Around The World,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),18
Been To Canaan,Carole King,7
Beep,The Pussycat Dolls Featuring will.i.am,12
Beep Beep,The Playmates,12
