title,artist,uri
Do Not Disturb,Drake,spotify:track:2KvHC9z14GSl4YpkNMX384
Nothings Into Somethings,Drake,spotify:track:6MbH1QiphMCPTqVEVC7UYi
Ice Melts,Drake Featuring Young Thug,spotify:track:7bJ4mu7MHa3rHiNyKjOoSl
Lose You,Drake,spotify:track:2Na0z2gfN67Rzf0vp74Wi3
Since Way Back,Drake Featuring PARTYNEXTDOOR,spotify:track:5JUu0unA8VwhTZ9LkMWUVI
Skepta Interlude,Drake,spotify:track:2dfqS3MRtbLZSZA1IL8xY5
Can't Have Everything,Drake,spotify:track:5f5r2N4Lp9WoULWPH9zp2W
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,spotify:track:77lGafvlU68CeHgB2pkHC9
Trap Trap Trap,Rick Ross Featuring Young Thug & Wale,spotify:track:1KZ0Xo6Mmeprp1Sw5xCHYz
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,spotify:track:6kex4EBAj0WHXDKZMEJaaF
The Heart Part 4,Kendrick Lamar,
XO TOUR Llif3,Lil Uzi Vert,spotify:track:7GX5flRQZVHRAGd6B4TmDO
Speak To A Girl,Tim McGraw & Faith Hill,spotify:track:421ebjYqaIXEG2KloTbXlH
Still Got Time,Zayn Featuring PARTYNEXTDOOR,spotify:track:000xQL6tZNLJzIrtIgxqSl
Humble.,Kendrick Lamar,spotify:track:7KXjTSCq5nL1LoYtL7XAwS
Craving You,Thomas Rhett Featuring Maren Morris,spotify:track:2d48mamATjby7wgPjdrSOQ
Everybody,Logic,spotify:track:7cGFbx7MP0H23iHZTZpqMM
You Look Good,Lady Antebellum,spotify:track:35GX85bFt0FTjGtcQl8Fxk
Tin Man,Miranda Lambert,spotify:track:4ckQIgBy1gVeevf7UAereE
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",spotify:track:7nKBxz47S9SD79N086fuhn
First Day Out,Tee Grizzley,spotify:track:3muBQDekYAg7jm6hDu6R0Z
The One,The Chainsmokers,spotify:track:0wfbD5rAksdXUzRvMfM3x5
Conscience,Kodak Black Featuring Future,spotify:track:16dXg2YuFOxwDC3cTf5jde
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,spotify:track:4Og8y28G2sdN8OTSXs4CQZ
Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",spotify:track:60APt5N2NRaKWf5xzJdzyC
How Not To,Dan + Shay,spotify:track:4n0xztUAbHPUV8G3NQvF30
Human,Rag'n'Bone Man,spotify:track:58zsLZPvfflaiIbNWoA22O
Sign Of The Times,Harry Styles,spotify:track:5Ohxk2dO5COHF1krpoPigN
Now Or Never,Halsey,spotify:track:126oeltvIg79HHP4yAi4rq
Unforgettable,French Montana Featuring Swae Lee,spotify:track:3B54sVLJ402zGa6Xm4YGNe
Everyday We Lit,YFN Lucci Featuring PnB Rock,spotify:track:3J8Q6aBhjpvao8BsBQ6H9Y
Cake,Flo Rida & 99 Percent,spotify:track:6t2ubAB4iSYOuIpRAOGd4t
Bar At The End Of The World,Kenny Chesney,spotify:track:2flWhcGYxQHhb1EeeU2dOL
Weak,AJR,spotify:track:2sVcBaVtBPM9vIFk1Jnbw8
If I Told You,Darius Rucker,spotify:track:4Az17HfqonKSWNsaLgTBeK
Flatliner,Cole Swindell,spotify:track:0WyFpxYlBCgH1gMXd26OOr
DNA.,Kendrick Lamar,spotify:track:6HZILIRieu8S0iqY8kIKhj
Loyalty.,Kendrick Lamar Featuring Rihanna,spotify:track:6SwRhMLwNqEi6alNPVG00n
Element.,Kendrick Lamar,spotify:track:1EaKU4dMbesXXd3BrLCtYG
Love.,Kendrick Lamar Featuring Zacari,spotify:track:6PGoSes0D9eUDeeAafB2As
Yah.,Kendrick Lamar,spotify:track:4BHSjbYylfOH5WAGusDyni
XXX.,Kendrick Lamar Featuring U2,spotify:track:4iYRa2btalAzPZoSYfROqF
Feel.,Kendrick Lamar,spotify:track:2LTlO3NuNVN70lp2ZbVswF
Pride.,Kendrick Lamar,spotify:track:6IZvVAP7VPPnsGX6bvgkqg
The Cure,Lady Gaga,spotify:track:34oB5r0lcN3fYWCs2uA1k5
Lust.,Kendrick Lamar,spotify:track:06FCvd7rrRcF3DdvWH5Isp
Fear.,Kendrick Lamar,spotify:track:23luOrEVHMfoX0AhfbQuS6
Blood.,Kendrick Lamar,spotify:track:1n4jwRVXdkK2U34nBDUKKT
God.,Kendrick Lamar,spotify:track:5p3NP9mQblDsVJLdfNZJ3I
Duckworth.,Kendrick Lamar,spotify:track:0y9uTzK9cNKSAEHnpeRG8C
Good Life,G-Eazy & Kehlani,spotify:track:1Eck97uRMlprKOOJN9oO1E
Peek A Boo,Lil Yachty Featuring Migos,spotify:track:1iTWoKAdilGEmit6xhQZje
Black SpiderMan,Logic Featuring Damian Lemar Hudson,spotify:track:7BKUWh5sdtdS17crohRe4L
Broken Halos,Chris Stapleton,spotify:track:06gD2ZtK3Dzc1BYqWExQJJ
The Night We Met,Lord Huron,spotify:track:0QZ5yyl6B6utIWkxeBDxQN
There's Nothing Holdin' Me Back,Shawn Mendes,spotify:track:7JJmb5XwzOO8jgpou264Ml
Lust For Life,Lana Del Rey Featuring The Weeknd,spotify:track:0mt02gJ425Xjm7c3jYkOBn
Attention,Charlie Puth,spotify:track:5cF0dROlMOK5uNZtivgu50
Do Re Mi,blackbear,spotify:track:5s06GRv6uzSSHzzRbz179Y
Hard Times,Paramore,spotify:track:0w5Bdu51Ka25Pf3hojsKHh
My Girl,Dylan Scott,spotify:track:3izNaTiYdotdPL0Bs76JqO
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",spotify:track:1jYiIOC5d6soxkJP81fxq2
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,
First Time,Kygo & Ellie Goulding,spotify:track:2Gl0FzuLxflY6nPifJp5Dr
Thunder,Imagine Dragons,spotify:track:1zB4vmk8tFRmM9UULNzbLB
Bon Appetit,Katy Perry Featuring Migos,spotify:track:4rHmKlFRiFzabiVO6e9w2e
Privacy,Chris Brown,spotify:track:5kyd6oKvKmj6mWCaAaHoN4
Slow Hands,Niall Horan,spotify:track:2cOUlop2ZakjOKe4WinesN
Magnolia,Playboi Carti,spotify:track:1e1JKLEDKP7hEQzJfNAgPl
Sweet Creature,Harry Styles,spotify:track:5kRPPEWFJIMox5qIkQkiz5
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,spotify:track:59J5nzL1KniFHnU120dQzt
Malibu,Miley Cyrus,spotify:track:1UZOjK1BwmwWU14Erba9CZ
Every Time I Hear That Song,Blake Shelton,spotify:track:0c4ICGb0jvszKj3KPR59JU
Either Way,Chris Stapleton,spotify:track:6Wo5YxkdXgwzKQZbDg2r17
Drinkin' Problem,Midland,spotify:track:1vBpwxsLVwaR4evBIaFmqD
Rollin,Calvin Harris Featuring Future & Khalid,spotify:track:3FDrI0FLKzrYQiWxPhqV2W
Bad Liar,Selena Gomez,spotify:track:2fZQIJew3nkNe99s2PKzul
Whatever It Takes,Imagine Dragons,spotify:track:6Qn5zhYkTa37e91HC1D7lb
Felices Los 4,Maluma,spotify:track:1RouRzlg8OKFeqc6LvdxmB
No Promises,Cheat Codes Featuring Demi Lovato,spotify:track:5lNuqFVMca4vPupY10cH0J
Ghost In This House,Lauren Duski,spotify:track:6cl1vl6OU6RLr1C56wOn21
Me Enamore,Shakira,spotify:track:4qknM1pQz53QOyfDVTjcM9
Strip That Down,Liam Payne Featuring Quavo,spotify:track:4Ro98RCK90oHqqSZUnTFq5
Deja Vu,Lauren Duski,spotify:track:4xTNksNuXORn62bGXsGZXd
Swish Swish,Katy Perry Featuring Nicki Minaj,spotify:track:3OtMnyUaiipcAT23A8liyi
Crying In The Club,Camila Cabello,spotify:track:1SJtlNRJDeYHioymcvsqev
Money On You,Chris Blue,spotify:track:35ap6ekPdkGkiUkWfWhZB4
Yours If You Want It,Rascal Flatts,spotify:track:4D4xJ4LyDXBWIf9thFSMAJ
Most Girls,Hailee Steinfeld,spotify:track:10GJQkjRJcZhGTLagFOC62
The Dance,Lauren Duski,spotify:track:1HQtmjBwA4257dxNTvG5Rt
Boy,Lee Brice,spotify:track:7A8OfzqXBHYGk61FZTHoeo
Somethin Tells Me,Bryson Tiller,spotify:track:3Jrs7cC2OJNlNSy9VnDOMZ
Self-Made,Bryson Tiller,
Met Gala,Gucci Mane Featuring Offset,spotify:track:2XaInsPPUkZRkY4uFJ3AHK
Don't Get Too High,Bryson Tiller,spotify:track:0OVhQZkNe7lh0fQeH96EFW
No Such Thing As A Broken Heart,Old Dominion,spotify:track:0OlS52TmtK2gPaEtdmr7DN
Run Me Dry,Bryson Tiller,spotify:track:5GG3knKdxKWrNboRijxeKF
There For You,Martin Garrix x Troye Sivan,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y
No Longer Friends,Bryson Tiller,spotify:track:4IdAIZRVkwuQQnHpi529cn
Butterfly Effect,Travis Scott,spotify:track:2cYqizR4lgvp4Qu6IQ3qGN
Strangers,Halsey Featuring Lauren Jauregui,spotify:track:6uW5fyyosEMBKfg2W1ye1l
Down,Fifth Harmony Featuring Gucci Mane,spotify:track:0XQHz5C8PknyrEhyrKxVKa
To The Max,DJ Khaled Featuring Drake,spotify:track:2of5xn0GU0TdFneR1saRLH
4 AM,2 Chainz Featuring Travis Scott,spotify:track:1nX9KhK3Fff27SnrIor2Yb
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,spotify:track:6yMxfx9wpiuhhdb8vHDVMu
Small Town Boy,Dustin Lynch,spotify:track:7mS200vKsSSVgrbMxWza54
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",spotify:track:4TsTyEmNd6EoGV6jaNIO3e
It's Everyday Bro,Jake Paul Featuring Team 10,spotify:track:4l62h4tiuUwn7eD6hxMlVQ
Somebody Else Will,Justin Moore,spotify:track:3n2A6l4UayVe3GGKCvfQWV
Nobody Else But You,Trey Songz,spotify:track:1HOUzEsetdIPSpAgRPhZQt
2U,David Guetta Featuring Justin Bieber,spotify:track:762UXiwEHYY97VL45sAUPR
Love Galore,SZA Featuring Travis Scott,spotify:track:0q75NwOoFiARAVp4EXU4Bs
Do I Make You Wanna,Billy Currington,spotify:track:3I7krC8kr0gFR7P6vInR1I
Escapate Conmigo,Wisin Featuring Ozuna,spotify:track:1KSqYYJFyfTecXFk9M0prc
What Ifs,Kane Brown Featuring Lauren Alaina,spotify:track:7zVCrzzEJU7u24sbJPXA5W
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",spotify:track:6H0AwSQ20mo62jGlPGB8S6
It Ain't My Fault,Brothers Osborne,spotify:track:08wJ1B9yu9sPeoRa5fbpr3
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,spotify:track:45XhKYRRkyeqoW3teSOkCM
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",spotify:track:5bcTCxgc7xVfSaMV3RuVke
First Day Out,Kodak Black,spotify:track:7AAnFzBtOlgoYceCQoLRUR
Relationship,Young Thug Featuring Future,spotify:track:25oOaleife6E2MIKmFkPvg
Feel It Still,Portugal. The Man,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK
Real Hitta,Plies Featuring Kodak Black,spotify:track:1fnRwgZLgAYMM1dVL1oqwG
Signs,Drake,spotify:track:6Na5uKk5SsqZimk0hAWo8y
Don't Quit,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,spotify:track:6LOCAhFzZiavHcLJucLuDy
No Complaints,Metro Boomin Featuring Offset & Drake,spotify:track:156LzfvMNKuXuiot4uzhGD
On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",spotify:track:7lxZbmtC6SkUc2yXBgDOdO
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,spotify:track:15EPc80XuFrb2LmOzGjuRg
Mi Gente,J Balvin & Willy William Featuring Beyonce,spotify:track:4ipnJyDU3Lq15qBAYNqlqK
Rake It Up,Yo Gotti Featuring Nicki Minaj,spotify:track:4knL4iPxPOZjQzTUlELGSY
Bodak Yellow (Money Moves),Cardi B,
Who Dat Boy,"Tyler, The Creator",spotify:track:21yRtB6B8EMounImAfHRCP
Heartache On The Dance Floor,Jon Pardi,spotify:track:0w3Q14i073jLoew1hgJkwD
Extra Luv,Future Featuring YG,spotify:track:1tlBuoIRrtqFs9bE9dmli5
The Story Of O.J.,JAY-Z,spotify:track:6JpN5w95em8SODPiM7W2PH
Praying,Kesha,spotify:track:0jdny0dhgjUwoIp5GkqEaA
Bank Account,21 Savage,spotify:track:5eqK0tbzUPo2SoeZsov04s
4:44,JAY-Z,
Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely",spotify:track:6Iuh3vNjpWhSeHM3RZgzQL
Family Feud,JAY-Z Featuring Beyonce,spotify:track:6ku4gCfjdxmYpajNONAciN
Sorry Not Sorry,Demi Lovato,spotify:track:74lQVnoIFci2CVyru22Gum
Kill Jay Z,JAY-Z,spotify:track:2kh78Yka2tkYOx3XF9DVpu
Smile,JAY-Z Featuring Gloria Carter,spotify:track:2tqoJQbv6dNNOi0PCCjuse
Caught Their Eyes,JAY-Z Featuring Frank Ocean,spotify:track:71oM9w2BbJxzTpxzWIE0lw
Moonlight,JAY-Z,spotify:track:39ukbGu3UVWs74ba83T68c
Glorious,Macklemore Featuring Skylar Grey,spotify:track:0CokSRCu5hZgPxcZBaEzVE
Marcy Me,JAY-Z,spotify:track:5oynsOy80DnodTslgaj3cr
Get Low,Zedd & Liam Payne,spotify:track:2syQ0f4SAQdzvlAewPl1DJ
Fetish,Selena Gomez Featuring Gucci Mane,spotify:track:4lnAN2S1fcI0SjxEbksZVr
Famous,21 Savage,spotify:track:19HA9J80qZfIkAnp2g8N2S
A Lie,French Montana Featuring The Weeknd & Max B,spotify:track:1vVNlXi8gf8tZ7OhnEs4VE
Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,
Young Dumb & Broke,Khalid,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY
Woman,Kesha Featuring The Dap-Kings Horns,spotify:track:1kJtfldK9F7XmsSiSNlbth
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,spotify:track:7F9vK8hNFMml4GtHsaXui6
What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",spotify:track:53xAT6jud1w0NqlBjSW4VB
Issues,Meek Mill,spotify:track:1GOuHB20lqVyxv3GdxovPY
Wins & Losses,Meek Mill,spotify:track:2sBHQfX9QxJwGcdutAj6Pj
It's Goin' Down,Descendants 2 Cast,
1942 Flows,Meek Mill,spotify:track:7sLDnUauivS2vN6Z9EfUJT
Imitadora,Romeo Santos,spotify:track:6r46lnXFbE9fr2d3KNaGbe
We Ball,Meek Mill Featuring Young Thug,spotify:track:4iDtAYDLJWM2TrTERKPvFq
F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,
Heavy Heart,Meek Mill,spotify:track:1CGP5ioAXECjvTJdMTvX0O
You Da Baddest,Future Featuring Nicki Minaj,spotify:track:4AFgK4wP1iD5i8BYaLr9Vf
Unforgettable,Thomas Rhett,spotify:track:30MM5jWpUmOxtTNd9Ey5LZ
When It Rains It Pours,Luke Combs,spotify:track:1mMLMZYXkMueg65jRRWG1l
They Don't Know,Jason Aldean,spotify:track:6DZLxLpjjEvaoBWwyRTj0Z
Honest,The Chainsmokers,spotify:track:6KjbNLbRjuoa8rEq5yNA6H
The Weekend,SZA,spotify:track:0P6AWOA4LG1XOctzaVu5tt
New Rules,Dua Lipa,spotify:track:2ekn2ttSfGqwhhate0LSR0
Wish I Knew You,The Revivalists,spotify:track:2EWpa5XnAuSn0sIkSSIhYk
Every Little Thing,Carly Pearce,spotify:track:2wxfu24GQpEZQrjDJm5Ac1
Learn To Let Go,Kesha,spotify:track:1g1TeDflB6atAy7HKwrzXu
All The Pretty Girls,Kenny Chesney,spotify:track:66pxmg3Jhjm09tHoWR1wVR
For Her,Chris Lane,spotify:track:5HYlYgsMLTOPyOD8CU3cbh
The Race,Tay-K,spotify:track:3wGXyJGsCf1myH5MooQIqE
Patty Cake,Kodak Black,spotify:track:0bXFIF7iL17TYLyx8JHziM
OMG,Camila Cabello Featuring Quavo,spotify:track:4xBjsLUSjcx2h7PcRikpQp
What About Us,P!nk,spotify:track:0Qh38w01QRXK6KHIv0e3hb
Perplexing Pegasus,Rae Sremmurd,spotify:track:1ung2kajpw24AaHjBtPY3j
B.E.D.,Jacquees,spotify:track:5oFK0dJQ5auokDaVYY228m
Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",spotify:track:1rM0CnyUiiw6A9CHJRXjZA
Havana,Camila Cabello Featuring Young Thug,spotify:track:1rfofaqEpACxVEHIZBJe6W
Silence,Marshmello Featuring Khalid,spotify:track:7vGuf3Y35N4wmASOKLUVVU
More Girls Like You,Kip Moore,spotify:track:73WWkaWkIRSP3MYGZ14aY4
Something New,Wiz Khalifa Featuring Ty Dolla $ign,spotify:track:6u8hSdYZxbK5EczDPRIXXf
Untouchable,YoungBoy Never Broke Again,spotify:track:6xL9MJ2yt39HPPZPyGkRy8
I Could Use A Love Song,Maren Morris,spotify:track:09iyGiljLWRYXdRazFkdtJ
Fix A Drink,Chris Janson,spotify:track:0s6OWiWGuiCcm1Muzch5A8
Friends,Justin Bieber + BloodPop,spotify:track:7iNIg7XDEaYECfWD5dJ9Va
I Get The Bag,Gucci Mane Featuring Migos,spotify:track:1XRgIKC5TPwo7nWGyKqgG0
Roll In Peace,Kodak Black Featuring XXXTENTACION,spotify:track:40oKW22ZNNkEdZLJTScaQI
Look What You Made Me Do,Taylor Swift,spotify:track:1P17dC1amhFzptugyAO7Il
Younger Now,Miley Cyrus,spotify:track:2fGxYYMQbVqgIdaqfz2OwA
Its Every Night Sis,RiceGum Featuring Alissa Violet,spotify:track:15Uxmx6D6hW0gY5kc7bpqU
Transportin',Kodak Black,spotify:track:1WIZiOuNO3woKfdlSK2gNn
Questions,Chris Brown,spotify:track:3ojTJaonfkL96iIWa47SU3
Jocelyn Flores,XXXTENTACION,spotify:track:7m9OqQk4RVRkw9JJdeAw96
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,spotify:track:2eAZfqOm4EnOF9VvN50Tyc
F**k Love,XXXTENTACION Featuring Trippie Redd,
Sauce It Up,Lil Uzi Vert,spotify:track:1uL78kFWxhz3umTMWJu8n5
Everybody Dies In Their Nightmares,XXXTENTACION,spotify:track:3GVkPk8mqxz0itaAriG1L7
444+222,Lil Uzi Vert,
What Lovers Do,Maroon 5 Featuring SZA,spotify:track:2j5hsQvApottzvTn4pFJWF
Light It Up,Luke Bryan,spotify:track:5w3NgfV8v1nNZFLUBlGHIL
Revenge,XXXTENTACION,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW
Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,spotify:track:1MJErNPIQUoEMu4YUUmecm
Two,Lil Uzi Vert,spotify:track:65kp3OFn7JXbCvkm3m2Ui2
X,Lil Uzi Vert,spotify:track:7GX5flRQZVHRAGd6B4TmDO
For Real,Lil Uzi Vert,spotify:track:3tcoEYOZUHKB3RKNByIN13
UnFazed,Lil Uzi Vert Featuring The Weeknd,spotify:track:5O8x1YlmLQopQHErxtDfi9
No Sleep Leak,Lil Uzi Vert,spotify:track:5e8MK5rY0pm6nRsHFlDCPk
Depression & Obsession,XXXTENTACION,spotify:track:2H3wWrnO758y0fPH7Ilerg
Dark Queen,Lil Uzi Vert,spotify:track:2ZdCrBA52bb4pIG3tOOZiQ
Save Me,XXXTENTACION,spotify:track:2UwbhMie1EAYuTZ0QXeMwl
Carry On,XXXTENTACION,spotify:track:2yZax79pOrYuyIFVW2cZY2
Tell Me You Love Me,Demi Lovato,spotify:track:21RCuMVSlblTmyYm2DnPCR
...Ready For It?,Taylor Swift,spotify:track:2yLa0QULdQr0qAIvVwN6B5
These Heaux,Bhad Bhabie,spotify:track:6SUxrwVN19Kmd9JfIbjJUj
Bad At Love,Halsey,spotify:track:3OzCF9i6Ey7EkkAYJztmKp
Greatest Love Story,LANCO,spotify:track:2yQZwi1P8AkkxxFhQ8rMEK
Sky Walker,Miguel Featuring Travis Scott,spotify:track:5WoaF1B5XIEnWfmb5NZikf
No Fear,DeJ Loaf,spotify:track:2H881m3JRA8lpuuwaQL6zy
Too Good At Goodbyes,Sam Smith,spotify:track:1mXVgsBdtIVeCLJnSnmtdV
Dusk Till Dawn,Zayn Featuring Sia,spotify:track:3e7sxremeOE3wTySiOhGiP
Love So Soft,Kelly Clarkson,spotify:track:16QN8cBubEq706vNtPpOME
I'll Name The Dogs,Blake Shelton,spotify:track:609qKv3KPAbdtp0LQH2buA
Found You,Kane Brown,spotify:track:4iLeL1aYGcQBsYcWIhXIUO
Gucci Gang,Lil Pump,spotify:track:43ZyHQITOjhciSUUNPVRHc
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,spotify:track:5Gu0PDLN4YJeW75PpBSg9p
Rockstar,Post Malone Featuring 21 Savage,spotify:track:0e7ipj03S05BNilyu5bRzt
Too Much To Ask,Niall Horan,spotify:track:39jXnbACjiaiTwwhsr5sY5
Curve,Gucci Mane Featuring The Weeknd,spotify:track:2yuyaYAELoMG4ApV5wJsWR
DNA,BTS,spotify:track:2ngmiq1KoYn3x25VOmvd8F
Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA",spotify:track:7rdUtXasA973gmrr2Xxh3E
I Fall Apart,Post Malone,spotify:track:75ZvA4QfFiZvzhj2xkaWAh
Good Old Days,Macklemore Featuring Kesha,spotify:track:2Za1AlJNvksouPPWbXpR2X
Losing Sleep,Chris Young,spotify:track:6waqLPcT6ruMhmd36OhmFO
Like I Loved You,Brett Young,spotify:track:3T6MAweakkNrMYs8jZIWtg
Round Here Buzz,Eric Church,spotify:track:52ioLaTnO2J7BWY8UN2n9D
Plain Jane,A$AP Ferg Featuring Nicki Minaj,spotify:track:4dVpf9jZjcORqGTLUaeYj9
Hi Bich,Bhad Bhabie,spotify:track:3yjpv3Rk2gkHhfhgBjiUKS
No Promises,A Boogie Wit da Hoodie,spotify:track:2BJpuAoDeQ1QuPvnryfAWK
Say A',A Boogie Wit da Hoodie,spotify:track:3AMnOVxEHUgVrythGgqPhI
Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,spotify:track:2vaMWMPMgsWX4fwJiKmdWm
Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,spotify:track:1AH60dMaEfNjzDoUIFwIQi
Smooth,Florida Georgia Line,spotify:track:31x4wWBghN7f5PiEZUmcAW
Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,spotify:track:3dskm5fAe8OkBtM9E0VVWx
Pray,Sam Smith Featuring Logic,spotify:track:4S76QxyCdlTHpgDv7gWFe8
How Long,Charlie Puth,spotify:track:6wmAHw1szh5RCKSRjiXhPe
Heaven,Kane Brown,spotify:track:1HXy5I3HTWq8OvxCn0z7G7
Dear Hate,Maren Morris Featuring Vince Gill,spotify:track:7zOoHxDt1duHL8czY7o7ab
Lights Down Low,MAX Featuring gnash,spotify:track:5A6BJLZArq1MPjsnmcuk5f
Too Hotty,"Quavo, Takeoff & Offset",
High End,Chris Brown Featuring Future & Young Thug,spotify:track:6FwiZxKXipsyGw2CVZOzol
Yours,Russell Dickerson,spotify:track:3I4WFddKpe2PGZWFh7f10J
Let You Down,NF,spotify:track:52okn5MNA47tk87PeZJLEL
Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,spotify:track:17DjWsC0G9YQtAiepG3c5v
You Broke Up With Me,Walker Hayes,spotify:track:5jZF1nvKORdaHNjNNMRbFl
Mayores,Becky G Featuring Bad Bunny,spotify:track:2AY1UAimvTqjJC8vDJsOyy
Ask Me How I Know,Garth Brooks,
Gorgeous,Taylor Swift,spotify:track:1ZY1PqizIl78geGM4xWlEA
Patek Water,Future & Young Thug Featuring Offset,spotify:track:7r6LNJT2LqpLpEyZQJPygt
Meant To Be,Bebe Rexha & Florida Georgia Line,spotify:track:7iDa6hUg2VgEL1o1HjmfBn
No Cap,Future & Young Thug,spotify:track:06Gyf2pFDVmN5K8XAawG96
Feed Me Dope,Future,spotify:track:3lyeSiAIdLoZUHhV8psOTI
All Da Smoke,Future & Young Thug,spotify:track:1wWRtPIKD7ZNvtsrzLyTev
Candy Paint,Post Malone,spotify:track:32lItqlMi4LBhb4k0BaSaC
Wolves,Selena Gomez X Marshmello,spotify:track:0tBbt8CrmxbjRP0pueQkyU
4 Da Gang,Future,spotify:track:3IJ6BBFLD2I2CH3hHFQj3O
Bedroom Floor,Liam Payne,spotify:track:6IuVmxZtP3h5wvErFpDcVR
Three,Future & Young Thug,spotify:track:4W598w0KcHVG5Nwqk0qMpj
MotorSport,"Migos, Nicki Minaj & Cardi B",spotify:track:4wFjTWCunQFKtukqrNijEt
Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",spotify:track:5u6vkDnOyaf8LsteDAj2ub
Ric Flair Drip,Offset & Metro Boomin,spotify:track:7sO5G9EABYOXQKNPNiE9NR
Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",spotify:track:0tdCy39PgWN8LFWu34ORn3
My Choppa Hate N****s,21 Savage & Metro Boomin,
All On Me,Devin Dawson,spotify:track:2mfahQ0EaaZWq4cFNg6A1o
Call It What You Want,Taylor Swift,spotify:track:1GwMQaZz6Au3QLDbjbMdme
Lemon,N*E*R*D & Rihanna,spotify:track:3ZASc3aDujUxbnFSUbj6U5
Rubbin Off The Paint,YBN Nahmir,spotify:track:1QRJb5VY3sIkCKcTuIKCrk
Wait,Maroon 5,spotify:track:6AvfZXpbb6r35DfF7gHPRq
Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,spotify:track:7DuvVy7JfFgXwWlVzyyPys
Mad Stalkers,"21 Savage, Offset & Metro Boomin",spotify:track:6HR1z11h0ROUlWP4Kx8Z7G
Nightmare,Offset & Metro Boomin,spotify:track:7LAhKXDNWwq3CmnFP3UIOP
Walk On Water,Eminem Featuring Beyonce,spotify:track:7CcoUAtUcYhUfBsmtn0ajO
Gummo,6ix9ine,spotify:track:2HBtd9MYDd2xDVu8Zc6pwt
Wanted You,NAV Featuring Lil Uzi Vert,spotify:track:1Faq8G2y56A8fRv7HsLq25
Female,Keith Urban,spotify:track:1t34UsQ634a233qysq6D6L
Betrayed,Lil Xan,spotify:track:4vaxvNDaLSoD36iZX515ug
The Plan,G-Eazy,spotify:track:7fOPVfABNLg3sxtgXBhBdp
Pick It Up,Famous Dex Featuring A$AP Rocky,spotify:track:3ncgNpxLoBQ65ABk4djDyd
Echame La Culpa,Luis Fonsi & Demi Lovato,spotify:track:0mlAOSILGRys2IbvyOT5VJ
Awful Things,Lil Peep,spotify:track:77qveRnReN3HaFrikk58nB
End Game,Taylor Swift Featuring Ed Sheeran & Future,spotify:track:2x0WlnmfG39ZuDmstl9xfX
Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",spotify:track:0OI7AFifLSoGzpb8bdBLLV
When We,Tank,spotify:track:2HWelwHQS4EdRqIycZOc3O
Beautiful Trauma,P!nk,spotify:track:2DlIwu1iDTILEMXA7MUotn
No Smoke,YoungBoy Never Broke Again,spotify:track:57IRaiAB4hBZu3gnNVZC0v
